Riesgo->F:ISO_3166_1_alpha2_to_lugar(lugar);A:peligro(508);probabilidad;texto;text;A:fechaActivacion(2017-07-27);A:caducidad(-1);A:formulaDisipacion(Homogenea)
AF;Probable;El riesgo de desastres naturales se encuentra por encima de la media, habiéndose notificado casos recientemente. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de  de 18 sobre 100, siendo 0 el peor resultado y 100 el mejor.;The risk of natural disasters is above average and recent cases have been reported.
AL;Impossibility;No existe riesgo de desastres naturales. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de  de 100 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is no risk of natural disasters.
DZ;Fifty_fifty;Existe riesgo moderado de desastres naturales. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de  de 52 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is moderate risk of natural disasters.
AD;Impossibility;No existe riesgo de desastres naturales. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de  de 100 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is no risk of natural disasters.
AO;Fifty_fifty;Existe riesgo moderado de desastres naturales. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de  de 32 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is moderate risk of natural disasters.
AG;Impossibility;No existe riesgo de desastres naturales. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de  de 100 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is no risk of natural disasters.
AR;Fifty_fifty;Existe riesgo moderado de desastres naturales. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de  de 56 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is moderate risk of natural disasters.
AM;Fifty_fifty;Existe riesgo moderado de desastres naturales. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de  de 50 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is moderate risk of natural disasters.
AU;Fifty_fifty;Existe riesgo moderado de desastres naturales. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de  de 59 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is moderate risk of natural disasters.
AT;Fifty_fifty;Existe riesgo moderado de desastres naturales. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de  de 44 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is moderate risk of natural disasters.
AZ;Impossibility;No existe riesgo de desastres naturales. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de  de 100 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is no risk of natural disasters.
BH;Impossibility;No existe riesgo de desastres naturales. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de  de 100 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is no risk of natural disasters.
BD;Fifty_fifty;Existe riesgo moderado de desastres naturales. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de  de 52 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is moderate risk of natural disasters.
BB;Impossibility;No existe riesgo de desastres naturales. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de  de 100 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is no risk of natural disasters.
BY;Impossibility;No existe riesgo de desastres naturales. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de  de 100 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is no risk of natural disasters.
